,Genome ID,Organism code,Organism name,Assembly
361,T05961,yhi,Yersinia hibernica,GCA_004124235.1
362,T06446,yca,Yersinia canariae,GCA_009831415.1
363,T06716,ymo,Yersinia mollaretii,GCA_013282725.1
364,T03592,smar,Serratia marcescens SM39,GCA_000828775.1
365,T03985,smac,Serratia marcescens subsp. marcescens Db11,GCA_000513215.1
366,T02448,smw,Serratia marcescens WW4,GCA_000336425.1
367,T00595,spe,Serratia proteamaculans,GCA_000018085.1
368,T01503,srr,Serratia plymuthica AS9,GCA_000214235.1
369,T02710,srl,Serratia plymuthica 4Rx13,GCA_000176835.2
370,T02716,sry,Serratia plymuthica S13,GCA_000438825.1
371,T04576,sply,Serratia inhibens,GCA_000261045.2
372,T01502,srs,Serratia sp. AS12,GCA_000214195.1
373,T02012,sra,Serratia sp. AS13,GCA_000214805.1
374,T01672,ssz,Serratia symbiotica,GCA_000238975.1
375,T02433,smaf,Serratia sp. FGI94,GCA_000330865.1
376,T02740,slq,Serratia liquefaciens,GCA_000422085.1
377,T03313,serf,Serratia sp. FS14,GCA_000695995.1
378,T03314,sers,Serratia sp. SCBI,GCA_000747565.1
379,T04030,sfw,Serratia fonticola DSM 4576,GCA_001006005.1
380,T04716,sfg,Serratia fonticola GS2,GCA_001514455.1
381,T04417,srz,Serratia rubidaea,GCA_001572725.1
382,T05290,sera,Serratia sp. ATCC 39006,GCA_000463345.3
383,T05968,serq,Serratia sp. ATCC 39006,GCA_002847015.1
384,T05477,serm,Serratia sp. MYb239,GCA_002966855.1
385,T05941,squ,Serratia quinivorans,GCA_004684265.1
386,T06444,sfj,Serratia ficaria,GCA_900187015.1
387,T06612,sof,Serratia odorifera,GCA_900635445.1
388,T06779,ssur,Serratia surfactantfaciens,GCA_001642805.2
389,T07185,suri,Serratia ureilytica,GCA_017309605.1
390,T07504,srhz,Serratia rhizosphaerae,GCA_009817885.1
391,T02987,sfo,Chania multitudinisentens,GCA_000520015.2
392,T01422,rah,Rahnella aceris Y9602,GCA_000187705.1
393,T07163,race,Rahnella aceris ZF458,GCA_016599695.1
394,T01770,raq,Rahnella aquatilis CIP 78.65 = ATCC 33071,GCA_000241955.1
395,T01850,raa,Rahnella aquatilis HX2,GCA_000255535.1
396,T05331,rox,Rahnella sp. ERMR1:05,GCA_002951615.1
397,T07871,rvc,Rahnella victoriana,GCA_021276285.1
398,T05060,gqu,Gibbsiella quercinecans,GCA_002291425.1
399,T06003,fsm,Candidatus Fukatsuia symbiotica,GCA_003122425.1
400,T06747,eame,Ewingella americana,GCA_014233485.1
401,T06835,rbad,Rouxiella badensis,GCA_014859005.1
402,T00186,eca,Pectobacterium atrosepticum SCRI1043,GCA_000011605.1
403,T03199,patr,Pectobacterium atrosepticum JG10-08,GCA_000696465.1
404,T03293,pato,Pectobacterium atrosepticum 21A,GCA_000740965.1
405,T00934,pct,Pectobacterium carotovorum subsp. carotovorum PC1,GCA_000023605.1
406,T02320,pcc,Pectobacterium carotovorum subsp. carotovorum PCC21,GCA_000294535.1
407,T03424,pcv,Pectobacterium odoriferum,GCA_000769535.1
408,T01106,pwa,Pectobacterium parmentieri WPP163,GCA_000024645.1
409,T04513,ppar,Pectobacterium parmentieri RNS08.42.1A,GCA_001742145.1
410,T02514,pec,Pectobacterium parmentieri SCC3193,GCA_000260925.1
411,T04535,pws,Pectobacterium wasabiae,GCA_001742185.1
412,T05195,ppoa,Pectobacterium polaris,GCA_002288545.1
413,T06364,pbra,Pectobacterium brasiliense,GCA_002068115.1
414,T06530,ppuj,Pectobacterium punjabense,GCA_012427845.1
415,T07244,pari,Pectobacterium aroidearum,GCA_015689195.1
416,T07653,paqu,Pectobacterium aquaticum,GCA_003382565.3
417,T07772,pvz,Pectobacterium versatile,GCA_003031305.1
418,T01305,ddd,Dickeya dadantii 3937,GCA_000147055.1
419,T00930,dze,Dickeya chrysanthemi,GCA_000023565.1
420,T01138,ddc,Dickeya parazeae,GCA_000025065.1
421,T03567,dzc,Dickeya zeae,GCA_000816045.1
422,T04410,dso,Dickeya solani IPO 2222,GCA_001644705.1
423,T03347,ced,Dickeya fangzhongdai ND14b,GCA_000758345.1
424,T05277,dfn,Dickeya fangzhongdai DSM 101947,GCA_002812485.1
425,T05141,ddq,Dickeya dianthicola,GCA_002706485.1
426,T06021,daq,Dickeya aquatica,GCA_900095885.1
427,T06188,dic,Dickeya poaceiphila,GCA_007858975.1
428,T00927,dda,Musicola paradisiaca,GCA_000023545.1
429,T05061,bgj,Brenneria goodwinii,GCA_002291445.1
430,T05976,brb,Brenneria rubrifaciens,GCA_005484945.1
431,T06070,bng,Brenneria nigrifluens,GCA_005484965.1
432,T07407,biz,Brenneria izadpanahii,GCA_017569925.1
433,T05623,lbq,Lonsdalea britannica,GCA_003515985.1
434,T06954,lpop,Lonsdalea populi,GCA_015999465.1
435,T00316,sgl,Sodalis glossinidius,GCA_000010085.1
436,T03004,sod,Sodalis praecaptivus,GCA_000517425.1
437,T03006,pes,Candidatus Sodalis pierantonius,GCA_000517405.1
438,T05311,seny,Sodalis endosymbiont of Henestaris halophilus,GCA_900161835.1
439,T01197,eam,Erwinia amylovora CFBP1430,GCA_000091565.1
440,T01199,eay,Erwinia amylovora ATCC 49946,GCA_000027205.1
441,T00711,eta,Erwinia tasmaniensis,GCA_000026185.1
442,T01000,epy,Erwinia pyrifoliae Ep1/96,GCA_000027265.1
443,T02121,epr,Erwinia pyrifoliae DSM 12163,GCA_000026985.1
444,T01270,ebi,Erwinia billingiae,GCA_000196615.1
445,T01935,erj,Erwinia sp. Ejp617,GCA_000165815.1
446,T04258,ege,Erwinia gerundensis,GCA_001517405.1
447,T05618,epe,Erwinia persicina,GCA_003485445.1
448,T05981,ehd,Candidatus Erwinia haradaeae,GCA_900698965.1
449,T06366,erwi,Erwinia sp. J780,GCA_009738185.1
450,T07827,etp,Erwinia tracheiphila,GCA_021365465.1
451,T00036,buc,Buchnera aphidicola APS (Acyrthosiphon pisum),GCA_000009605.1
452,T00820,bap,Buchnera aphidicola 5A (Acyrthosiphon pisum),GCA_000021085.1
453,T00821,bau,Buchnera aphidicola Tuc7 (Acyrthosiphon pisum),GCA_000021065.1
454,T01826,baw,Buchnera aphidicola JF98 (Acyrthosiphon pisum),GCA_000183305.1
455,T02354,bajc,Buchnera aphidicola JF99 (Acyrthosiphon pisum),GCA_000183285.1
456,T01828,bua,Buchnera aphidicola LL01 (Acyrthosiphon pisum),GCA_000183225.1
457,T01829,bup,Buchnera aphidicola TLW03 (Acyrthosiphon pisum),GCA_000183245.1
458,T01825,bak,Buchnera aphidicola Ak (Acyrthosiphon kondoi),GCA_000225445.1
459,T01830,buh,Buchnera aphidicola Ua (Uroleucon ambrosiae),GCA_000225465.1
460,T03020,bapf,Buchnera aphidicola F009 (Myzus persicae),GCA_000521585.1
461,T03021,bapg,Buchnera aphidicola G002 (Myzus persicae),GCA_000521565.1
462,T03022,bapu,Buchnera aphidicola USDA (Myzus persicae),GCA_000521525.1
463,T03023,bapw,Buchnera aphidicola W106 (Myzus persicae),GCA_000521545.1
464,T00087,bas,Buchnera aphidicola Sg (Schizaphis graminum),GCA_000007365.1
465,T00111,bab,Buchnera aphidicola Bp (Baizongia pistaciae),GCA_000007725.1
466,T00423,bcc,Buchnera aphidicola BCc,GCA_000090965.1
467,T01528,baj,Buchnera aphidicola (Cinara tujafilina),GCA_000217635.1
468,T04764,baph,Buchnera aphidicola (Aphis glycines),GCA_001280225.1
469,T00101,wbr,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,GCA_000008885.1
470,T01747,wgl,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitan,GCA_000247565.1
471,T01195,pam,Pantoea ananatis LMG 20103,GCA_000025405.2
472,T01728,plf,Pantoea ananatis LMG 5342,GCA_000283875.1
473,T01969,paj,Pantoea ananatis AJ13355,GCA_000270125.2
474,T01970,paq,Pantoea ananatis PA13,GCA_000233595.1
475,T01326,pva,Pantoea vagans C9-1,GCA_000148935.1
476,T04302,pagg,Pantoea vagans FDAARGOS_160,GCA_001558735.2
477,T01386,pao,Pantoea sp. At-9b,GCA_000175935.2
478,T03331,kln,Pantoea rwandensis,GCA_000759475.1
479,T03464,pant,Pantoea sp. PSNIH1,GCA_000784875.3
480,T03514,panp,Pantoea sp. PSNIH2,GCA_000784965.1
481,T02865,hhs,Candidatus Pantoea carbekii,GCA_000478905.1
482,T03853,pck,Candidatus Pantoea carbekii US,GCA_000971765.1
483,T04739,pagc,Pantoea agglomerans C410P1,GCA_001709315.1
484,T04970,pstw,Pantoea stewartii subsp. stewartii,GCA_002082215.1
485,T05014,palh,Pantoea alhagi,GCA_002101395.1
486,T06053,pans,Pantoea sp. SO10,GCA_005281435.1
487,T06282,pey,Pantoea eucalypti,GCA_009646115.1
488,T06714,pdis,Pantoea dispersa,GCA_007833795.1
489,T07862,per,Pantoea eucrina,GCA_020079945.1
490,T05418,pgz,Mixta gaviniae,GCA_002953195.1
491,T05419,pcd,Mixta calida,GCA_002953215.1
492,T06391,mint,Mixta intestinalis,GCA_009914055.1
493,T06402,mthi,Mixta theicola,GCA_009914075.1
494,T04873,tci,Tatumella citrea,GCA_002163585.1
495,T05493,tpty,Tatumella ptyseos,GCA_900478715.1
496,T00149,plu,Photorhabdus laumondii subsp. laumondii TTO1,GCA_000196155.1
497,T05478,plum,Photorhabdus laumondii subsp. laumondii DSPV002N,GCA_001620335.2
498,T00941,pay,Photorhabdus asymbiotica,GCA_000196475.1
499,T03944,ptt,Photorhabdus thracensis,GCA_001010285.1
500,T07392,pakh,Photorhabdus akhurstii,GCA_019090985.1
501,T00753,pmr,Proteus mirabilis HI4320,GCA_000069965.1
502,T02789,pmib,Proteus mirabilis BB2000,GCA_000444425.1
503,T04093,pvl,Proteus mirabilis CYPV1,GCA_001281565.1
504,T05486,pvg,Proteus vulgaris,GCA_002591155.1
505,T05854,phau,Proteus hauseri,GCA_004116975.1
506,T06244,prot,Proteus sp. CD3,GCA_008808075.1
507,T06419,pcol,Proteus columbae,GCA_009914335.1
508,T06330,pcib,Proteus terrae subsp. cibarius,GCA_009740265.1
509,T07624,ppee,Proteus penneri,GCA_016028675.1
510,T01186,xbo,Xenorhabdus bovienii SS-2004,GCA_000027225.1
511,T03845,xbv,Xenorhabdus bovienii CS03,GCA_000973125.1
512,T01274,xne,Xenorhabdus nematophila ATCC 19061,GCA_000252955.1
513,T03752,xnm,Xenorhabdus nematophila AN6/1,GCA_000953355.1
514,T03784,xdo,Xenorhabdus doucetiae,GCA_000968195.1
515,T03805,xpo,Xenorhabdus poinarii,GCA_000968175.1
516,T04538,xho,Xenorhabdus hominickii,GCA_001721185.1
517,T07176,xbu,Xenorhabdus budapestensis,GCA_017743015.1
518,T02042,psi,Providencia stuartii MRSN 2154,GCA_000259175.1
519,T03282,psx,Providencia stuartii ATCC 33672,GCA_000754345.1
520,T04734,psta,Providencia stuartii BE2467,GCA_001888205.1
521,T04571,prg,Providencia rettgeri,GCA_001874625.1
522,T05107,pala,Providencia alcalifaciens,GCA_002393505.1
523,T05509,phei,Providencia heimbachae,GCA_900475855.1
524,T05654,prq,Providencia huaxiensis,GCA_002843235.3
525,T06047,prj,Providencia rustigianii,GCA_900635875.1
526,T06449,pvc,Providencia vermicola,GCA_010748935.1
527,T02496,mmk,Morganella morganii,GCA_000286435.2
528,T04248,asy,Candidatus Arsenophonus lipoptenae,GCA_001534665.1
529,T05672,aen,Arsenophonus endosymbiont of Aleurodicus dispersus,GCA_900343015.1
530,T05992,ans,Arsenophonus nasoniae,GCA_004768525.1
531,T07584,aed,Arsenophonus endosymbiont of Aphis craccivora,GCA_013460135.1
532,T00912,eic,Edwardsiella ictaluri,GCA_000022885.2
533,T01121,etr,Edwardsiella tarda EIB202,GCA_000020865.1
534,T02091,etd,Edwardsiella tarda FL6-60,GCA_000146305.1
535,T03245,ete,Edwardsiella anguillarum,GCA_000264765.2
536,T02509,etc,Edwardsiella piscicida C07-087,GCA_000348565.1
537,T03991,edw,Edwardsiella sp. EA181011,GCA_000800725.2
538,T04005,edl,Edwardsiella sp. LADL05-105,GCA_001186215.2
539,T04508,eho,Edwardsiella hoshinae,GCA_001761405.1
540,T03425,hav,Hafnia alvei,GCA_000597785.2
541,T05667,hpar,Hafnia paralvei,GCA_001559255.2
542,T04310,opo,Obesumbacterium proteus,GCA_001586165.1
543,T05491,lpv,Limnobaculum parvum,GCA_003096015.2
544,T03952,pfq,Pragia fontium,GCA_001026985.1
545,T06157,prag,Jinshanibacter zhutongyuii,GCA_004295645.1
546,T05503,lri,Leminorella richardii,GCA_900478135.1
547,T00001,hin,Haemophilus influenzae Rd KW20 (serotype d),GCA_000027305.1
548,T00248,hit,Haemophilus influenzae 86-028NP (nontypeable),GCA_000012185.1
549,T00543,hip,Haemophilus influenzae PittEE (nontypeable),GCA_000016465.1
550,T00544,hiq,Haemophilus influenzae PittGG (nontypeable),GCA_000016485.1
551,T01395,hif,Haemophilus influenzae F3031 (nontypeable),GCA_000197875.1
552,T01400,hil,Haemophilus influenzae F3047 (nontypeable),GCA_000200475.1
553,T01720,hiu,Haemophilus influenzae 10810 (serotype b),GCA_000210875.1
554,T01980,hie,Haemophilus influenzae R2846 (nontypeable),GCA_000165575.1
555,T01981,hiz,Haemophilus influenzae R2866 (nontypeable),GCA_000165525.1
556,T02839,hik,Haemophilus influenzae KR494 (serotype f),GCA_000465255.1
557,T03436,hia,Haemophilus influenzae CGSHiCZ412602,GCA_000698365.1
558,T03485,hih,Haemophilus influenzae Hi375,GCA_000767075.1
559,T03720,hiw,Haemophilus influenzae 477,GCA_000931575.1
560,T03721,hic,Haemophilus influenzae C486,GCA_000931605.1
561,T03722,hix,Haemophilus influenzae 723,GCA_000931625.1
562,T01605,hpr,Haemophilus parainfluenzae,GCA_000210895.1
563,T00135,hdu,Haemophilus ducreyi,GCA_000007945.1
564,T05707,hay,Haemophilus sp. oral taxon 036,GCA_002998595.1
565,T06001,hpit,Haemophilus pittmaniae,GCA_900186995.1
566,T06216,hhz,Haemophilus haemolyticus,GCA_900477945.1
567,T06550,haeg,Haemophilus aegyptius,GCA_900475885.1
568,T06595,hpaa,Haemophilus parahaemolyticus,GCA_008330025.1
569,T00825,hap,Glaesserella parasuis SH0165,GCA_000021885.1
570,T02697,hpaz,Glaesserella parasuis ZJ0906,GCA_000439395.1
571,T03301,hpas,Glaesserella parasuis SH03,GCA_000740985.1
572,T03312,hpak,Glaesserella parasuis KL0318,GCA_000742795.1
573,T05643,gle,Glaesserella sp. 15-184,GCA_002849775.1
574,T00386,hso,Histophilus somni 129PT,GCA_000011785.1
575,T00673,hsm,Histophilus somni 2336,GCA_000019405.1
576,T00046,pmu,Pasteurella multocida subsp. multocida Pm70,GCA_000006825.1
577,T01776,pmv,Pasteurella multocida subsp. multocida HN06,GCA_000255915.1
578,T02057,pul,Pasteurella multocida subsp. multocida 3480,GCA_000259545.1
579,T01729,pmp,Pasteurella multocida 36950,GCA_000234745.1
580,T03322,pmul,Pasteurella multocida ATCC 43137,GCA_000754275.1
581,T05467,pdag,Pasteurella dagmatis,GCA_900186835.1
582,T06668,psky,Pasteurella skyensis,GCA_013377295.1
583,T07499,patl,Pasteurella atlantica,GCA_018343795.1
584,T00201,msu,Mannheimia succiniciproducens,GCA_000007745.1
585,T06488,bsun,Basfia succiniciproducens,GCA_011455875.1
586,T02522,mht,Mannheimia haemolytica USDA-ARS-USMARC-185,GCA_000349785.2
587,T02523,mhq,Mannheimia haemolytica USDA-ARS-USMARC-183,GCA_000349765.2
588,T03786,mhat,Mannheimia haemolytica USDA-ARS-USMARC-184,GCA_000819525.2
589,T02635,mhx,Mannheimia haemolytica M42548,GCA_000376645.1
590,T02746,mhae,Mannheimia haemolytica D153,GCA_000422145.1
591,T02747,mham,Mannheimia haemolytica D171,GCA_000427275.1
592,T02748,mhao,Mannheimia haemolytica D174,GCA_000422095.1
593,T02758,mhal,Mannheimia haemolytica USMARC_2286,GCA_000439735.1
594,T03749,mhaq,Mannheimia haemolytica 89010807N,GCA_000963635.1
595,T03750,mhay,Mannheimia haemolytica 89010807N lktA-,GCA_000963675.1
596,T03026,mvr,Mannheimia sp. USDA-ARS-USMARC-1261,GCA_000521605.1
597,T03027,mvi,Mannheimia varigena USDA-ARS-USMARC-1296,GCA_000521655.1
598,T03028,mvg,Mannheimia varigena USDA-ARS-USMARC-1312,GCA_000521695.1
599,T03029,mve,Mannheimia varigena USDA-ARS-USMARC-1388,GCA_000521685.1
600,T06423,mann,Mannheimia ovis,GCA_009828705.1
601,T06759,mgra,Mannheimia granulomatis,GCA_011455695.1
602,T07212,mbos,Mannheimia bovis,GCA_014541205.1
603,T07233,mpeg,Mannheimia pernigra,GCA_013377995.1
604,T00476,apl,Actinobacillus pleuropneumoniae L20 (serotype 5b),GCA_000015885.1
605,T00644,apj,Actinobacillus pleuropneumoniae JL03 (serotype 3),GCA_000016685.1
606,T00717,apa,Actinobacillus pleuropneumoniae AP76 (serotype 7),GCA_000020405.1
607,T00558,asu,Actinobacillus succinogenes,GCA_000017245.1
608,T02262,asi,Actinobacillus suis H91-0380,GCA_000307145.1
609,T03246,ass,Actinobacillus suis ATCC 33415,GCA_000739435.1
610,T03501,aeu,Actinobacillus equuli subsp. equuli,GCA_000801145.1
611,T05443,apor,Actinobacillus porcitonsillarum,GCA_003101015.1
612,T05940,aio,Actinobacillus indolicus,GCA_004519515.1
613,T06572,adp,Actinobacillus delphinicola,GCA_900638385.1
614,T06678,alig,Actinobacillus lignieresii,GCA_900635785.1
615,T00929,aap,Aggregatibacter aphrophilus NJ8700,GCA_000022985.1
616,T04521,aaz,Aggregatibacter aphrophilus W10433,GCA_001262035.1
617,T00993,aat,Aggregatibacter actinomycetemcomitans D11S-1,GCA_000146265.4
618,T01651,aao,Aggregatibacter actinomycetemcomitans ANH9381,GCA_000241025.2
619,T02046,aan,Aggregatibacter actinomycetemcomitans D7S-1,GCA_000163615.3
620,T03184,aah,Aggregatibacter actinomycetemcomitans HK1651,GCA_000604045.1
621,T04531,aacn,Aggregatibacter actinomycetemcomitans NUM4039,GCA_001547775.1
622,T04753,aact,Aggregatibacter actinomycetemcomitans 624,GCA_001594265.1
623,T06075,aseg,Aggregatibacter segnis,GCA_900476035.1
624,T01482,gan,Gallibacterium anatis,GCA_000209675.1
625,T02504,bto,Bibersteinia trehalosi USDA-ARS-USMARC-192,GCA_000347595.1
626,T03017,btre,Bibersteinia trehalosi USDA-ARS-USMARC-188,GCA_000521725.1
627,T03018,btrh,Bibersteinia trehalosi USDA-ARS-USMARC-189,GCA_000521745.1
628,T03019,btra,Bibersteinia trehalosi USDA-ARS-USMARC-190,GCA_000521765.1
629,T05728,apag,Avibacterium paragallinarum,GCA_003864155.1
630,T06626,avt,Avibacterium volantium,GCA_900635775.1
631,T05800,rpne,Rodentibacter pneumotropicus,GCA_900637805.1
632,T06473,rhey,Rodentibacter heylii,GCA_010587025.1
633,T07810,rhae,Rodentibacter haemolyticus,GCA_015356115.1
634,T06287,ooi,Otariodibacter oris,GCA_009684715.1
635,T06481,fcl,Frederiksenia canicola,GCA_011455495.1
636,T06663,bhud,Bisgaardia hudsonensis,GCA_013377195.1
637,T05989,paet,Pasteurella aerogenes,GCA_900637275.1
638,T00033,xfa,Xylella fastidiosa 9a5c,GCA_000006725.1
639,T00113,xft,Xylella fastidiosa Temecula1,GCA_000007245.1
640,T00677,xfm,Xylella fastidiosa M12,GCA_000019325.1
641,T00692,xfn,Xylella fastidiosa M23,GCA_000019765.1
642,T01979,xff,Xylella fastidiosa subsp. fastidiosa GB514,GCA_000148405.1
643,T03317,xfl,Xylella fastidiosa MUL0034,GCA_000698825.1
644,T03318,xfs,Xylella fastidiosa subsp. sandyi Ann-1,GCA_000698805.1
645,T04925,xfh,Xylella fastidiosa Hib4,GCA_001456315.1
646,T05568,xtw,Xylella taiwanensis,GCA_003352785.1
647,T00083,xcc,Xanthomonas campestris pv. campestris ATCC 33913,GCA_000007145.1
648,T00247,xcb,Xanthomonas campestris pv. campestris 8004,GCA_000012105.1
649,T00759,xca,Xanthomonas campestris pv. campestris B100,GCA_000070605.1
650,T01872,xcp,Xanthomonas campestris pv. raphani,GCA_000221965.1
651,T00288,xcv,Xanthomonas campestris pv. vesicatoria,GCA_000009165.1
652,T01616,xax,Xanthomonas axonopodis pv. citrumelo F1,GCA_000225915.1
653,T00084,xac,Xanthomonas citri pv. citri 306,GCA_000007165.1
654,T02519,xci,Xanthomonas citri subsp. citri Aw12879,GCA_000349225.1
655,T03584,xct,Xanthomonas citri subsp. citri A306,GCA_000816885.1
656,T03894,xcj,Xanthomonas citri subsp. citri UI6,GCA_000961175.1
657,T03733,xcu,Xanthomonas citri pv. citri UI7,GCA_000961155.1
658,T03734,xcn,Xanthomonas citri pv. citri NT17,GCA_000961195.1
659,T03779,xcw,Xanthomonas citri pv. citri MN10,GCA_000961255.1
660,T03780,xcr,Xanthomonas citri pv. citri MN11,GCA_000961235.1
661,T03735,xcm,Xanthomonas citri pv. citri MN12,GCA_000961215.1
662,T03781,xcf,Xanthomonas citri pv. citri mf20,GCA_000961275.1
663,T03094,xfu,Xanthomonas citri pv. fuscans,GCA_000969685.1
664,T02500,xao,Xanthomonas axonopodis Xac29-1,GCA_000348585.1
665,T00360,xom,Xanthomonas oryzae pv. oryzae MAFF 311018,GCA_000010025.1
666,T00235,xoo,Xanthomonas oryzae pv. oryzae KACC 10331,GCA_000007385.1
667,T00763,xop,Xanthomonas oryzae pv. oryzae PXO99A,GCA_000019585.2
668,T03765,xoy,Xanthomonas oryzae pv. oryzae PXO86,GCA_000948075.1
669,T01873,xor,Xanthomonas oryzae pv. oryzicola BLS256,GCA_000168315.3
670,T03868,xoz,Xanthomonas oryzae pv. oryzicola CFBP7342,GCA_000940825.1
671,T01160,xal,Xanthomonas albilineans,GCA_000087965.1
672,T03566,xsa,Xanthomonas sacchari,GCA_000815185.1
673,T03961,xtn,Xanthomonas translucens,GCA_001021935.1
674,T04667,xfr,Xanthomonas fragariae,GCA_001705565.1
675,T04741,xve,Xanthomonas vesicatoria,GCA_001908725.1
676,T04778,xpe,Xanthomonas perforans,GCA_001908855.1
677,T05082,xhr,Xanthomonas hortorum,GCA_002285515.1
678,T04668,xga,Xanthomonas hortorum pv. gardneri,GCA_001908775.1
679,T05156,xph,Xanthomonas phaseoli,GCA_002759135.3
680,T05388,xva,Xanthomonas vasicola,GCA_003015715.1
681,T06033,xan,Xanthomonas sp. ISO98C4,GCA_003999525.1
682,T06096,xar,Xanthomonas arboricola,GCA_000972745.1
683,T06345,xhy,Xanthomonas hyacinthi,GCA_009769165.1
684,T06553,xcz,Xanthomonas cucurbitae,GCA_009883735.1
685,T06965,xth,Xanthomonas theicola,GCA_014236795.1
686,T00718,sml,Stenotrophomonas maltophilia K279a,GCA_000072485.1
687,T00733,smt,Stenotrophomonas maltophilia R551-3,GCA_000020665.1
688,T01596,buj,Stenotrophomonas maltophilia JV3,GCA_000223885.1
689,T02061,smz,Stenotrophomonas maltophilia D457,GCA_000284595.1
690,T04107,sacz,Stenotrophomonas acidaminiphila,GCA_001314305.1
691,T04408,stek,Stenotrophomonas sp. KCTC 12332,GCA_001562215.1
692,T04500,srh,Stenotrophomonas rhizophila,GCA_001704155.1
693,T04630,slm,Stenotrophomonas sp. LM091,GCA_001806305.1
